gb|13384-14226	MB-RF037|MB-RF093|MB-RF099
gb|AJG06170.1|ARO:3003171|ACT-36	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AJG06172.1|ARO:3003172|ACT-37	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AJI75632.1|ARO:3004795|FPH-1	MB-RF034
gb|AJO16037.1|ARO:3002170|MIR-5	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036|MB-RF045
gb|AJO16038.1|ARO:3001553|OXA-366	MB-RF037|MB-RF093|MB-RF100
gb|AJO16040.1|ARO:3001350|SHV-180	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AJO16042.1|ARO:3001364|SHV-182	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AJO16043.1|ARO:3002141|DHA-10	MB-RF036|MB-RF049
gb|AJO16044.1|ARO:3001391|TEM-214	MB-RF034|MB-RF127
gb|AJO16045.1|ARO:3001392|TEM-215	MB-RF034|MB-RF127
gb|AJO16046.1|ARO:3003167|CTX-M-159	MB-RF034|MB-RF048
gb|AJO16047.1|ARO:3003156|SHV-189	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AJP08641.1|ARO:3003178|VIM-42	MB-RF035|MB-RF123|MB-RF160
gb|AJP18054.1|ARO:3003183|NDM-14	MB-RF035|MB-RF090|MB-RF123
gb|AJP67510.1|ARO:3003181|GES-26	MB-RF034|MB-RF059
gb|AJP67511.1|ARO:3003179|VIM-43	MB-RF035|MB-RF123|MB-RF160
gb|AJP77054|ARO:3003716|CPS-1	MB-RF125|MB-RF035|MB-RF070|MB-RF061
gb|AJP77057|ARO:3003718|MSI-1	MB-RF035|MB-RF125
gb|AJP77058|ARO:3003719|MSI-OXA	MB-RF037|MB-RF089|MB-RF093
gb|AJP77059|ARO:3003670|PEDO-1	MB-RF035|MB-RF070|MB-RF071|MB-RF125
gb|AJP77071|ARO:3003714|PEDO-2	MB-RF125|MB-RF035|MB-RF070|MB-RF061
gb|AJP77076|ARO:3003715|PEDO-3	MB-RF027|MB-RF123|MB-RF035
gb|AJP77080|ARO:3003720|SPG-1	MB-RF035|MB-RF125
gb|AJP77085|ARO:3003717|ESP-1	MB-RF125|MB-RF035|MB-RF070|MB-RF071|MB-RF061
gb|AJT57878.1|ARO:3003162|OXA-435	MB-RF037|MB-RF093|MB-RF100
gb|AJU57235.1|ARO:3003168|CTX-M-160	MB-RF034|MB-RF048
gb|AKA86814|ARO:3003746|optrA	MB-RF006
gb|AKD43328.1|ARO:3004757|BKC-1	MB-RF034
gb|AKF16168|ARO:3003689|MCR-1	MB-RF076|MB-RF077
gb|AKF41839.1|ARO:3003639|OXA-482	MB-RF037|MB-RF093|MB-RF100
gb|AKF41840.1|ARO:3003640|OXA-483	MB-RF037|MB-RF093|MB-RF100
gb|AKH90740.1|ARO:3001607|OXA-416	MB-RF037|MB-RF093|MB-RF095
gb|AKI29907.1|ARO:3003602|OXA-446	MB-RF037|MB-RF093
gb|AKI29908.1|ARO:3003603|OXA-447	MB-RF037|MB-RF093
gb|AKI29909.1|ARO:3003604|OXA-448	MB-RF037|MB-RF093
gb|AKI29910.1|ARO:3003605|OXA-449	MB-RF037|MB-RF093
gb|AKI29912.1|ARO:3003621|OXA-465	MB-RF037|MB-RF093
gb|AKI29913.1|ARO:3003622|OXA-466	MB-RF037|MB-RF093
gb|AKI29914.1|ARO:3003606|OXA-450	MB-RF037|MB-RF093
gb|AKI29916.1|ARO:3003607|OXA-451	MB-RF037|MB-RF093
gb|AKI29917.1|ARO:3003608|OXA-452	MB-RF037|MB-RF093
gb|AKI29919.1|ARO:3003609|OXA-453	MB-RF037|MB-RF093
gb|AKI29921.1|ARO:3003617|OXA-461	MB-RF037|MB-RF093
gb|AKL59521.1|ARO:3003594|OXA-438	MB-RF037|MB-RF093|MB-RF095
gb|AKL59536.1|ARO:3003593|OXA-437	MB-RF037|MB-RF093|MB-RF100
gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7	MB-RF002|MB-RF003|MB-RF004|MB-RF011|MB-RF011|MB-RF012|MB-RF014|MB-RF004|MB-RF011
gb|AKN19901.1|ARO:3003842|MUS-2	MB-RF027|MB-RF035|MB-RF123
gb|AKO63210.1|ARO:3003657|IMP-49	MB-RF035|MB-RF063|MB-RF123
gb|AKP17985.1|ARO:3004778|CMY-135	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AKQ05891.1|ARO:3004613|758325878	MB-RF126|MB-RF128
gb|AKQ05892.1|ARO:3004581|tet(48)	MB-RF126|MB-RF128
gb|AKQ05893.1|ARO:3004582|tet(49)	MB-RF126|MB-RF128
gb|AKQ05894.1|ARO:3004584|tet(50)	MB-RF126|MB-RF128
gb|AKQ05895.1|ARO:3004586|tet(51)	MB-RF126|MB-RF128
gb|AKQ05896.1|ARO:3004587|tet(52)	MB-RF126|MB-RF128
gb|AKQ05897.1|ARO:3004589|tet(53)	MB-RF126|MB-RF128
gb|AKQ05898.1|ARO:3004590|tet(54)	MB-RF126|MB-RF128
gb|AKQ05899.1|ARO:3004591|tet(55)	MB-RF126|MB-RF128
gb|AKQ06274.1|ARO:3004496|KPC-24	MB-RF034|MB-RF067
gb|AKR18013.1|ARO:3004336|PDC-73	MB-RF036|MB-RF038|MB-RF047
gb|AKR18014.1|ARO:3004337|PDC-74	MB-RF036|MB-RF038|MB-RF047
gb|AKR18015.1|ARO:3004338|PDC-75	MB-RF036|MB-RF038|MB-RF047
gb|AKR18016.1|ARO:3004339|PDC-76	MB-RF036|MB-RF038|MB-RF047
gb|AKR18017.1|ARO:3004340|PDC-77	MB-RF036|MB-RF038|MB-RF047
gb|AKR18018.1|ARO:3004341|PDC-78	MB-RF036|MB-RF038|MB-RF047
gb|AKR18019.1|ARO:3004342|PDC-79	MB-RF036|MB-RF038|MB-RF047
gb|AKR18020.1|ARO:3004343|PDC-80	MB-RF036|MB-RF038|MB-RF047
gb|AKR18021.1|ARO:3004344|PDC-81	MB-RF036|MB-RF038|MB-RF047
gb|AKR18022.1|ARO:3004345|PDC-82	MB-RF036|MB-RF038|MB-RF047
gb|AKR18023.1|ARO:3004346|PDC-83	MB-RF036|MB-RF038|MB-RF047
gb|AKR18024.1|ARO:3004347|PDC-84	MB-RF036|MB-RF038|MB-RF047
gb|AKR18025.1|ARO:3004348|PDC-85	MB-RF036|MB-RF038|MB-RF047
gb|AKR18026.1|ARO:3004349|PDC-86	MB-RF036|MB-RF038|MB-RF047
gb|AKR18027.1|ARO:3004350|PDC-87	MB-RF036|MB-RF038|MB-RF047
gb|AKR18028.1|ARO:3004351|PDC-88	MB-RF036|MB-RF038|MB-RF047
gb|AKR18029.1|ARO:3004352|PDC-89	MB-RF036|MB-RF038|MB-RF047
gb|AKR18030.1|ARO:3004353|PDC-90	MB-RF036|MB-RF038|MB-RF047
gb|AKR18031.1|ARO:3004354|PDC-91	MB-RF036|MB-RF038|MB-RF047
gb|AKR18032.1|ARO:3004355|PDC-92	MB-RF036|MB-RF038|MB-RF047
gb|AKR18033.1|ARO:3004356|PDC-93	MB-RF036|MB-RF038|MB-RF047
gb|AKR53961.1|ARO:3003595|OXA-439	MB-RF037|MB-RF093|MB-RF095
gb|AKR53962.1|ARO:3003596|OXA-440	MB-RF037|MB-RF093|MB-RF100
gb|AKS43590.1|ARO:3003655|ACT-38	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AKU37610.1|ARO:3003598|OXA-442	MB-RF037|MB-RF093|MB-RF101
gb|AKZ20821.1|ARO:3003653|CMY-133	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AKZ20822.1|ARO:3003652|CMY-132	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ALA14808.1|ARO:3004634|ADC-73	MB-RF036
gb|ALA14809.1|ARO:3003880|ADC-74	MB-RF036
gb|ALA14810.1|ARO:3003881|ADC-75	MB-RF036
gb|ALA14811.1|ARO:3003882|ADC-76	MB-RF036
gb|ALA14812.1|ARO:3003883|ADC-77	MB-RF036
gb|ALA14813.1|ARO:3003884|ADC-78	MB-RF036
gb|ALA14814.1|ARO:3003885|ADC-79	MB-RF036
gb|ALA14816.1|ARO:3003887|ADC-81	MB-RF036
gb|ALA99186.1|ARO:3001457|OXA-152	MB-RF037|MB-RF093
gb|ALA99189.1|ARO:3001460|OXA-155	MB-RF093|MB-RF037
gb|ALA99191.1|ARO:3001462|OXA-157	MB-RF037|MB-RF093
gb|ALA99192.1|ARO:3001463|OXA-158	MB-RF093|MB-RF037
gb|ALC76097.1|ARO:3003611|OXA-455	MB-RF037|MB-RF093|MB-RF096
gb|ALC76098.1|ARO:3003613|OXA-457	MB-RF037|MB-RF093|MB-RF096
gb|ALC76100.1|ARO:3003614|OXA-458	MB-RF037|MB-RF093|MB-RF096
gb|ALC76101.1|ARO:3003615|OXA-459	MB-RF037|MB-RF093|MB-RF096
gb|ALC79285.1|ARO:3003626|OXA-470	MB-RF037|MB-RF093
gb|ALC79286.1|ARO:3003627|OXA-471	MB-RF037|MB-RF093
gb|ALC79287.1|ARO:3003628|OXA-472	MB-RF037|MB-RF093
gb|ALC79288.1|ARO:3003629|OXA-473	MB-RF037|MB-RF093
gb|ALC79289.1|ARO:3003631|OXA-474	MB-RF037|MB-RF093
gb|ALC79290.1|ARO:3003632|OXA-475	MB-RF037|MB-RF093
gb|ALC79291.1|ARO:3003633|OXA-476	MB-RF037|MB-RF093
gb|ALC79292.1|ARO:3003634|OXA-477	MB-RF037|MB-RF093
gb|ALC79293.1|ARO:3003635|OXA-478	MB-RF037|MB-RF093
gb|ALC79294.1|ARO:3003636|OXA-479	MB-RF037|MB-RF093
gb|ALE30770.1|ARO:3004797|FRI-1	MB-RF034
gb|ALF06101.1|ARO:3004764|CBP-1	MB-RF034
gb|ALG03771.1|ARO:3004463|EBR-2	MB-RF035|MB-RF065|MB-RF123
gb|ALH22601.1|ARO:3000620|adeL	MB-RF060|MB-RF107|MB-RF108
gb|ALI16502.1|ARO:3003641|OXA-484	MB-RF037|MB-RF093|MB-RF095
gb|ALK01318.1|ARO:3004827|LEN-35	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ALK01319.1|ARO:3004828|LEN-36	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ALK01320.1|ARO:3004829|LEN-37	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ALL53530.1|ARO:3003637|OXA-480	MB-RF037|MB-RF093|MB-RF101
gb|ALT07696.1|ARO:3004494|IMP-55	MB-RF035|MB-RF063|MB-RF123
gb|ALT53802.1|ARO:3004495|IMP-56	MB-RF035|MB-RF063|MB-RF123
gb|ALU64000|ARO:3003713|VCC-1	MB-RF034
gb|ALV80601.1|ARO:3003801|bcr-1	MB-RF086|MB-RF142|MB-RF145
gb|ALX99516.1|ARO:3003811|adeC	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108|MB-RF009|MB-RF108
gb|AMB19637.1|ARO:3001555|OXA-368	MB-RF037|MB-RF093|MB-RF094
gb|AMP42147.1|ARO:3004442|tet(W/N/W)	MB-RF139|MB-RF137|MB-RF139|MB-RF137|MB-RF139|MB-RF142|MB-RF143|MB-RF137|MB-RF142|MB-RF143
gb|AMP42492.1|ARO:3004441|tet(59)	MB-RF086|MB-RF132|MB-RF142
gb|AMY61250.1|ARO:3004092|HMB-1	MB-RF066|MB-RF123|MB-RF035
gb|ANA06389.1|ARO:3001062|SHV-3	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AND91341.1|ARO:3000856|BJP-1	MB-RF025|MB-RF035|MB-RF125
gb|ANJ15621.1|ARO:3004514|MCR-1.3	MB-RF076|MB-RF077
gb|ANK04027.1|ARO:3003838|gadW	MB-RF060|MB-RF107|MB-RF108
gb|ANR95875.1|ARO:3004194|MCR-1.2	MB-RF076|MB-RF077
gb|ANW35663.1|ARO:3003620|OXA-464	MB-RF093|MB-RF037
gb|ANZ79240.1|ARO:3004035|tetA(60)	MB-RF006|MB-RF010|MB-RF086|MB-RF088|MB-RF108
gb|ANZ79241.1|ARO:3004036|tetB(60)	MB-RF006|MB-RF010|MB-RF086|MB-RF088|MB-RF108
gb|ANZ79476.1|ARO:3003908|Erm(47)	MB-RF055|MB-RF058
gb|AOQ26572.1|ARO:3004362|OXA-535	MB-RF037|MB-RF093|MB-RF095
gb|AOT73359.1|ARO:3004093|NDM-17	MB-RF035|MB-RF090|MB-RF123
gb|APB03214.1|ARO:3003980|tetA(48)	MB-RF086
gb|APB03215.1|ARO:3003981|tetB(48)	MB-RF086|MB-RF142
gb|APB03219.1|ARO:3003986|TaeA	MB-RF006
gb|APB03223.1|ARO:3003989|AAC(6')-34	MB-RF004|MB-RF011
gb|APM84488.1|ARO:3004685|MCR-1.5	MB-RF076|MB-RF077
gb|APM87143.1|ARO:3004515|MCR-1.4	MB-RF076|MB-RF077
gb|APY23677.1|ARO:3001051|TEM-191	MB-RF034|MB-RF127
gb|APY23733.1|ARO:3004734|ARL-1	MB-RF034
gb|APY23838.1|ARO:3004737|ARL-4	MB-RF034
gb|APY23841.1|ARO:3004735|ARL-2	MB-RF034
gb|APY23844.1|ARO:3004736|ARL-3	MB-RF034
gb|APY23862.1|ARO:3004738|ARL-5	MB-RF034
gb|APY23865.1|ARO:3004739|ARL-6	MB-RF034
gb|AQK48217.1|ARO:3004513|MCR-1.6	MB-RF076|MB-RF077
gb|AQQ11622.1|ARO:3004686|MCR-1.7	MB-RF076|MB-RF077
gb|AQS23610.1|ARO:3004799|FRI-3	MB-RF034
gb|AQX36338.1|ARO:3004379|QepA4	MB-RF086|MB-RF086|MB-RF142|MB-RF145
gb|AQY61516.1|ARO:3004687|MCR-1.8	MB-RF076|MB-RF077
gb|ARB93503.1|ARO:3004603|tet(56)	MB-RF126|MB-RF128
gb|ARO85965.1|ARO:3003115|OXA-427	MB-RF093|MB-RF037
gb|ARX76025.1|ARO:3003128|OXA-436	MB-RF037|MB-RF093|MB-RF095
gb|ASF15667.1|ARO:3001501|OXA-252	MB-RF037|MB-RF093|MB-RF095
gb|ASF81896.1|ARO:3004139|MCR-3	MB-RF076|MB-RF078
gb|ASK40551.1|ARO:3004332|MCR-5	MB-RF076
gb|ASK49940.1|ARO:3004506|MCR-1.10	MB-RF076|MB-RF077
gb|ASK49941.1|ARO:3004502|MCR-2.2	MB-RF076|MB-RF077
gb|ASK49942.1|ARO:3004501|MCR-6.1	MB-RF076|MB-RF077
gb|ASR73329.1|ARO:3004325|MCR-4	MB-RF076|MB-RF079
gb|AST36140.1|ARO:3004503|MCR-3.6	MB-RF076|MB-RF078
gb|AST36141.1|ARO:3004510|MCR-3.7	MB-RF076|MB-RF078
gb|AST36143.1|ARO:3004509|MCR-3.8	MB-RF076|MB-RF078
gb|AST36144.1|ARO:3004508|MCR-3.9	MB-RF076|MB-RF078
gb|ASU04896.1|ARO:3004505|MCR-3.5	MB-RF076|MB-RF078
gb|ASU10319.1|ARO:3004662|MCR-3.3	MB-RF076|MB-RF078
gb|ATI44679.1|ARO:3003150|CARB-20	MB-RF030|MB-RF034
gb|ATL95930.1|ARO:3003616|OXA-460	MB-RF037|MB-RF093
gb|ATM29809.1|ARO:3004688|MCR-1.11	MB-RF076|MB-RF077
gb|ATQ63376.1|ARO:3004504|MCR-3.10	MB-RF076|MB-RF078
gb|AUD40659.1|ARO:3003852|ADC-6	MB-RF036
gb|AUI38915.1|ARO:3004695|MCR-4.3	MB-RF076|MB-RF079
gb|AUN87920.1|ARO:3004500|MCR-3.11	MB-RF076|MB-RF078
gb|AUR80098.1|ARO:3004517|MCR-7.1	MB-RF076
gb|AUW34365.1|ARO:3004444|RSA-1	MB-RF034|MB-RF059
gb|AVA31022.1|ARO:3004507|MCR-1.9	MB-RF076|MB-RF077
gb|AVI44920.1|ARO:3004470|poxtA	MB-RF006
gb|AVK94777.1|ARO:3004694|MCR-4.2	MB-RF076|MB-RF079
gb|AVK94778.1|ARO:3004697|MCR-4.5	MB-RF076|MB-RF079
gb|AVK94779.1|ARO:3004696|MCR-4.4	MB-RF076|MB-RF079
gb|AVM85874.1|ARO:3004690|MCR-1.13	MB-RF076|MB-RF077
gb|AVM85875.1|ARO:3004698|MCR-5.2	MB-RF076
gb|AVX51087.1|ARO:3004559|CAM-1	MB-RF027|MB-RF123|MB-RF035
gb|AVX52225.1|ARO:3004516|MCR-8	MB-RF076
gb|AVZ47168.1|ARO:3004693|MCR-3.12	MB-RF076|MB-RF078
gb|AWX35642.1|ARO:3004464|CFE-2	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AXA30439.1|ARO:3002459|LEN-9	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AYV52072.1|ARO:3002882|lmrD	MB-RF010|MB-RF006|MB-RF088|MB-RF108
gb|BAA02497.1|ARO:3002250|CARB-12	MB-RF030|MB-RF034
gb|BAA02563.2|ARO:3002182|MOX-1	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF038|MB-RF039
gb|BAA03402.1|ARO:3001306|ErmW	MB-RF055|MB-RF058
gb|BAA03674.1|ARO:3001300|myrA	MB-RF060|MB-RF109
gb|BAA07072.1|ARO:3002812|pp-flo	MB-RF086
gb|BAA07082.1|ARO:3001906|CTX-M-44	MB-RF034|MB-RF048
gb|BAA07390.1|ARO:3002893|tcr3	MB-RF086|MB-RF142|MB-RF145
gb|BAA11236.1|ARO:3000206|emrK	MB-RF086|MB-RF006|MB-RF108
gb|BAA11237.1|ARO:3000254|emrY	MB-RF006|MB-RF010|MB-RF054|MB-RF086|MB-RF108|MB-RF145
gb|BAA14147.1|ARO:3004667|Staphylococcus	MB-RF086|MB-RF091|MB-RF086|MB-RF091|MB-RF142|MB-RF145|MB-RF142|MB-RF145
gb|BAA15221.2|ARO:3000263|marA	MB-RF060|MB-RF074|MB-RF107|MB-RF060|MB-RF074
gb|BAA15934.1|ARO:3000829|baeS	MB-RF023|MB-RF060
gb|BAA15935.1|ARO:3000828|baeR	MB-RF022|MB-RF060
gb|BAA16344.1|ARO:3000491|acrD	MB-RF006|MB-RF072|MB-RF008|MB-RF108|MB-RF086
gb|BAA16547.1|ARO:3000027|emrA	MB-RF006|MB-RF072|MB-RF086|MB-RF108
gb|BAA23130.1|ARO:3002493|SRT-1	MB-RF036|MB-RF038
gb|BAA28282.1|ARO:3001907|CTX-M-45	MB-RF034|MB-RF048
gb|BAA34299.1|ARO:3003034|mexX	MB-RF006|MB-RF072|MB-RF085|MB-RF086|MB-RF108|MB-RF006|MB-RF072|MB-RF108
gb|BAA34300.1|ARO:3003033|mexY	MB-RF006|MB-RF008|MB-RF072|MB-RF086|MB-RF108
gb|BAA77393.1|ARO:3002194|IMP-3	MB-RF035|MB-RF063|MB-RF123
gb|BAA78619.1|ARO:3002544|AAC(3)-Xa	MB-RF002|MB-RF003|MB-RF011
gb|BAA84973.1|ARO:3001082|SHV-24	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|BAB15941.1|ARO:3002197|IMP-6	MB-RF035|MB-RF063|MB-RF123
gb|BAB16308.1|ARO:3000958|TEM-91	MB-RF034|MB-RF127
gb|BAB20748.1|ARO:3002825|ErmY	MB-RF055|MB-RF058
gb|BAB35162.1|ARO:3000676|H-NS	MB-RF060|MB-RF108
gb|BAB36671.1|ARO:3000832|evgA	MB-RF022|MB-RF060
gb|BAB38260.1|ARO:3000830|cpxA	MB-RF023|MB-RF060
gb|BAB41258.1|ARO:3000124|mecI	MB-RF028|MB-RF060
gb|BAB41874.1|ARO:3000815|mgrA	MB-RF060
gb|BAB43543.1|ARO:3002132|DHA-1	MB-RF086
gb|BAB56495.1|ARO:3000746|mepR	MB-RF060|MB-RF107
gb|BAB72069.1|ARO:3002201|IMP-10	MB-RF035|MB-RF063|MB-RF123
gb|BAB72072.1|ARO:3002202|IMP-11	MB-RF035|MB-RF063|MB-RF123
gb|BAB72158.1|ARO:3002020|CMY-9	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF038|MB-RF039
gb|BAC11911.1|ARO:3003551|emeA	MB-RF086|MB-RF142|MB-RF145
gb|BAC20579.1|ARO:3000859|rmtA	MB-RF001
gb|BAC61820.1|ARO:3003151|CARB-22	MB-RF030|MB-RF034
gb|BAC67143.1|ARO:3000166|tet(B)	MB-RF086|MB-RF130|MB-RF142
gb|BAC76072.1|ARO:3001856|CFE-1	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAD00739.1|ARO:3002607|aadA7	MB-RF011|MB-RF012|MB-RF014
gb|BAD06399.1|ARO:3002332|GES-3	MB-RF034|MB-RF059
gb|BAD08689.1|ARO:3002333|GES-4	MB-RF034|MB-RF059
gb|BAD10948.2|ARO:3002563|AAC(6')-Isa	MB-RF004|MB-RF011
gb|BAD11815.1|ARO:3002593|AAC(6')-Ib-SK	MB-RF004|MB-RF011
gb|BAD12078.1|ARO:3002572|AAC(6')-Iad	MB-RF004|MB-RF011
gb|BAD14386.1|ARO:3002573|AAC(6')-Iae	MB-RF004|MB-RF011
gb|BAD16611.1|ARO:3001898|CTX-M-36	MB-RF034|MB-RF048
gb|BAD63613.1|ARO:3002816|clbC	MB-RF032
gb|BAD81061.1|ARO:3002211|IMP-20	MB-RF035|MB-RF063|MB-RF123
gb|BAD83775.1|ARO:3001897|CTX-M-35	MB-RF034|MB-RF048
gb|BAD89802.1|ARO:3002212|IMP-21	MB-RF035|MB-RF063|MB-RF123
gb|BAD90119.1|ARO:3001924|CTX-M-63	MB-RF034|MB-RF048
gb|BAE06005.1|ARO:3003704|mexM	MB-RF006|MB-RF072|MB-RF084|MB-RF086|MB-RF108
gb|BAE06006.1|ARO:3003705|mexN	MB-RF006|MB-RF072|MB-RF085|MB-RF086|MB-RF108
gb|BAE06007.1|ARO:3003698|mexP	MB-RF006|MB-RF072|MB-RF083|MB-RF086|MB-RF108
gb|BAE06008.1|ARO:3003699|mexQ	MB-RF006|MB-RF072|MB-RF085|MB-RF086|MB-RF108
gb|BAE06009.1|ARO:3003700|opmE	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|BAE48233.1|ARO:3002030|CMY-19	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF038|MB-RF039
gb|BAE77778.1|ARO:3000508|gadX	MB-RF060|MB-RF108
gb|BAE77781.1|ARO:3000795|mdtE	MB-RF006|MB-RF072|MB-RF081|MB-RF086|MB-RF108
gb|BAE77933.1|ARO:3000518|CRP	MB-RF060|MB-RF108|MB-RF109
gb|BAE78082.1|ARO:3003550|mdtP	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|BAE78083.1|ARO:3003549|mdtO	MB-RF006|MB-RF010|MB-RF072|MB-RF086|MB-RF108
gb|BAE78084.1|ARO:3003548|mdtN	MB-RF006|MB-RF072|MB-RF086|MB-RF108
gb|BAE85478.1|ARO:3003728|vanRI	MB-RF152
gb|BAF36388.1|ARO:3002048|CMY-37	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAF56185.1|ARO:3002037|CMY-26	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAF63422.1|ARO:3001925|CTX-M-64	MB-RF034|MB-RF048
gb|BAF91108.1|ARO:3000847|KHM-1	MB-RF035|MB-RF066|MB-RF123
gb|BAF92780.1|ARO:3001115|SHV-60	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|BAF95726.1|ARO:3002050|CMY-39	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAF95849.1|ARO:3001160|SHV-111	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|BAG14343.1|ARO:3002052|CMY-41	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAG75524.1|ARO:3003954|efmA	MB-RF086|MB-RF142|MB-RF145
gb|BAH45481.1|ARO:3002815|clbB	MB-RF032
gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf	MB-RF004|MB-RF011
gb|BAI94487.1|ARO:3001177|SHV-133	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|BAJ05825.1|ARO:3002263|IND-7	MB-RF035|MB-RF065|MB-RF123
gb|BAJ09383.1|ARO:3003046|qacA	MB-RF086|MB-RF142|MB-RF145
gb|BAJ14288.1|ARO:3002270|IND-15	MB-RF035|MB-RF065|MB-RF123
gb|BAJ17544.1|ARO:3002069|CMY-59	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAL14456.1|ARO:3000854|SMB-1	MB-RF035|MB-RF125
gb|BAL15076.1|ARO:3001484|OXA-206	MB-RF037|MB-RF093|MB-RF101
gb|BAL40892.1|ARO:3004768|CIA-1	MB-RF034|MB-RF159
gb|BAL40893.1|ARO:3004769|CIA-2	MB-RF034|MB-RF159
gb|BAL40894.1|ARO:3004770|CIA-3	MB-RF034|MB-RF159
gb|BAL40895.1|ARO:3004771|CIA-4	MB-RF034|MB-RF159
gb|BAL63057.1|ARO:3002100|CMY-87	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAL68178.1|ARO:3001057|TEM-198	MB-RF034|MB-RF127
gb|BAL72196.1|ARO:3001985|CTX-M-126	MB-RF034|MB-RF048
gb|BAM10414.1|ARO:3003039|oprA	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|BAM28879.1|ARO:3001204|SHV-167	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|BAM34463.1|ARO:3001827|ACT-16	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|BAM38093.1|ARO:3002225|IMP-34	MB-RF035|MB-RF063|MB-RF123
gb|BAM46120.1|ARO:3003677|AAC(6')-Iaj	MB-RF004|MB-RF011
gb|BAM62793.1|ARO:3002233|IMP-42	MB-RF035|MB-RF063|MB-RF123
gb|BAM62794.1|ARO:3002231|IMP-40	MB-RF035|MB-RF063|MB-RF123
gb|BAM62795.1|ARO:3002232|IMP-41	MB-RF035|MB-RF063|MB-RF123
gb|BAM73613.1|ARO:3004106|TMB-2	MB-RF035|MB-RF050|MB-RF051|MB-RF052|MB-RF123|MB-RF035|MB-RF050|MB-RF123
gb|BAM76830.1|ARO:3002993|AQU-1	MB-RF036|MB-RF038|MB-RF039
gb|BAM84089.1|ARO:3002358|NDM-8	MB-RF035|MB-RF090|MB-RF123
gb|BAM98935.1|ARO:3002234|IMP-43	MB-RF035|MB-RF063|MB-RF123
gb|BAM98942.1|ARO:3002235|IMP-44	MB-RF035|MB-RF063|MB-RF123
gb|BAN10684.1|ARO:3001682|OXA-254	MB-RF037|MB-RF093|MB-RF101
gb|BAO05497.1|ARO:3002071|CMY-110	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|BAO09635.1|ARO:3001557|OXA-371	MB-RF037|MB-RF093|MB-RF101
gb|BAO21229.1|ARO:3003199|AAC(6')-Iak	MB-RF004|MB-RF011
